,tickerPair,month_id,ticker2,Date,ticker1,month,new_month,Spread1,Spread2,ratio,isPair,Spread1.log,Spread2.log,ratio.log
18,ABX|NEMCRP,1,NEMCRP,1/26/2011,ABX,1,FALSE,64.975,74.845,0.868127463,FALSE,4.174002581,4.315419308,0.967229899
19,ABX|NEMCRP,1,NEMCRP,1/27/2011,ABX,1,FALSE,65.785,76.735,0.857301101,FALSE,4.186391849,4.340357928,0.964526871
20,ABX|NEMCRP,1,NEMCRP,1/28/2011,ABX,1,FALSE,69.51,78.125,0.889728,FALSE,4.241470627,4.358310108,0.973191563
21,ABX|NEMCRP,1,NEMCRP,1/31/2011,ABX,1,FALSE,68.25,77.725,0.878095851,FALSE,4.223177434,4.353176956,0.970136863
22,ABX|NEMCRP,2,NEMCRP,2/16/2011,ABX,2,FALSE,66.495,77.72,0.855571282,FALSE,4.197126757,4.353112625,0.96416682
23,ABX|NEMCRP,2,NEMCRP,2/17/2011,ABX,2,FALSE,66.235,76.18,0.869453925,FALSE,4.193209024,4.333098961,0.967715961
24,ABX|NEMCRP,2,NEMCRP,2/18/2011,ABX,2,FALSE,66.465,74.745,0.889223359,FALSE,4.196675493,4.31408232,0.972785214
25,ABX|NEMCRP,2,NEMCRP,2/21/2011,ABX,2,FALSE,66.5,74.6,0.891420912,FALSE,4.197201948,4.312140507,0.973345358
26,ABX|NEMCRP,2,NEMCRP,2/22/2011,ABX,2,FALSE,65.95,77.07,0.855715583,FALSE,4.188896879,4.3447141,0.96413637
27,ABX|NEMCRP,2,NEMCRP,2/23/2011,ABX,2,FALSE,67.37,77.71,0.866941192,FALSE,4.210199815,4.352983949,0.967198562
28,ABX|NEMCRP,2,NEMCRP,2/24/2011,ABX,2,FALSE,67.18,77.71,0.864496204,FALSE,4.207375584,4.352983949,0.966549758
29,ABX|NEMCRP,2,NEMCRP,2/25/2011,ABX,2,FALSE,65.83,76.04,0.865728564,FALSE,4.187075661,4.331259518,0.966710871
30,ABX|NEMCRP,2,NEMCRP,2/28/2011,ABX,2,FALSE,64.785,75.045,0.863282031,FALSE,4.171074095,4.318087934,0.96595395
31,ABX|NEMCRP,2,NEMCRP,2/1/2011,ABX,2,TRUE,66.995,76.285,0.878219834,FALSE,4.20461799,4.334476327,0.970040594
32,ABX|NEMCRP,2,NEMCRP,2/2/2011,ABX,2,FALSE,68.1,77.64,0.877125193,FALSE,4.220977213,4.352082758,0.969875218
33,ABX|NEMCRP,2,NEMCRP,2/3/2011,ABX,2,FALSE,68.265,80.04,0.852886057,FALSE,4.22339719,4.38252651,0.96369005
34,ABX|NEMCRP,2,NEMCRP,2/4/2011,ABX,2,FALSE,67.705,79.01,0.856916846,FALSE,4.215160032,4.369574427,0.964661457
35,ABX|NEMCRP,2,NEMCRP,2/7/2011,ABX,2,FALSE,67.08,77.3,0.86778784,FALSE,4.205885937,4.347693956,0.967383164
36,ABX|NEMCRP,2,NEMCRP,2/8/2011,ABX,2,FALSE,66.105,75.975,0.870088845,FALSE,4.191244387,4.330404339,0.967864444
37,ABX|NEMCRP,2,NEMCRP,2/9/2011,ABX,2,FALSE,67.575,77.09,0.876572837,FALSE,4.213238092,4.34497357,0.969680948
38,ABX|NEMCRP,2,NEMCRP,2/10/2011,ABX,2,FALSE,67.81,77.85,0.87103404,FALSE,4.216709677,4.354783898,0.968293669
39,ABX|NEMCRP,2,NEMCRP,2/11/2011,ABX,2,FALSE,66.955,77.54,0.863489812,FALSE,4.204020752,4.350793932,0.966265196
40,ABX|NEMCRP,2,NEMCRP,2/14/2011,ABX,2,FALSE,66.175,77.67,0.85200206,FALSE,4.192302748,4.352469082,0.96320104
41,ABX|NEMCRP,2,NEMCRP,2/15/2011,ABX,2,FALSE,67.44,77.71,0.867841977,FALSE,4.211238314,4.352983949,0.967437133
42,ABX|NEMCRP,3,NEMCRP,3/1/2011,ABX,3,TRUE,66.78,77.445,0.862289367,FALSE,4.201403635,4.349568007,0.965935842
43,ABX|NEMCRP,3,NEMCRP,3/2/2011,ABX,3,FALSE,67.16,77.25,0.869385113,FALSE,4.207077832,4.347046916,0.96780134
44,ABX|NEMCRP,3,NEMCRP,3/3/2011,ABX,3,FALSE,66.575,76.51,0.870147693,FALSE,4.198329132,4.337421451,0.967932026
45,ABX|NEMCRP,3,NEMCRP,3/4/2011,ABX,3,FALSE,66.1,76.785,0.860845217,FALSE,4.191168747,4.341009309,0.965482552
46,ABX|NEMCRP,3,NEMCRP,3/7/2011,ABX,3,FALSE,66.375,77.03,0.861677269,FALSE,4.19532048,4.344194956,0.96573025
47,ABX|NEMCRP,3,NEMCRP,3/8/2011,ABX,3,FALSE,66.225,76.535,0.86529039,FALSE,4.193058035,4.337748153,0.966643956
48,ABX|NEMCRP,3,NEMCRP,3/9/2011,ABX,3,FALSE,65.785,75.78,0.868105041,FALSE,4.186391849,4.327834406,0.967317937
49,ABX|NEMCRP,3,NEMCRP,3/10/2011,ABX,3,FALSE,67.775,78.565,0.86266149,FALSE,4.216193395,4.363926308,0.96614679
50,ABX|NEMCRP,3,NEMCRP,3/11/2011,ABX,3,FALSE,67.11,77.22,0.869075369,FALSE,4.206333064,4.346658491,0.967716482
51,ABX|NEMCRP,3,NEMCRP,3/14/2011,ABX,3,FALSE,67.215,77.42,0.868186515,FALSE,4.207896437,4.349245145,0.967500404
52,ABX|NEMCRP,3,NEMCRP,3/15/2011,ABX,3,FALSE,68.105,78.87,0.863509573,FALSE,4.221050632,4.367800927,0.966401789
53,ABX|NEMCRP,3,NEMCRP,3/16/2011,ABX,3,FALSE,67.77,79.365,0.853902854,FALSE,4.216119619,4.374057465,0.963892142
54,ABX|NEMCRP,3,NEMCRP,3/17/2011,ABX,3,FALSE,68.77,76.705,0.896551724,FALSE,4.230767603,4.339966895,0.974838681
55,ABX|NEMCRP,3,NEMCRP,3/18/2011,ABX,3,FALSE,66.555,75.675,0.879484638,FALSE,4.198028673,4.326447855,0.97031764
56,ABX|NEMCRP,3,NEMCRP,3/21/2011,ABX,3,FALSE,67.115,76.87,0.873097437,FALSE,4.206407566,4.342115683,0.968746084
57,ABX|NEMCRP,3,NEMCRP,3/22/2011,ABX,3,FALSE,68.8,79.275,0.867865027,FALSE,4.231203745,4.37292282,0.967591682
58,ABX|NEMCRP,3,NEMCRP,3/23/2011,ABX,3,FALSE,69.79,80.215,0.870036776,FALSE,4.245490733,4.38471053,0.968248806
59,ABX|NEMCRP,3,NEMCRP,3/24/2011,ABX,3,FALSE,67.8,78.82,0.86018777,FALSE,4.216562195,4.367166772,0.965514352
60,ABX|NEMCRP,3,NEMCRP,3/25/2011,ABX,3,FALSE,69,79.385,0.869181835,FALSE,4.234106505,4.374309434,0.967948557
61,ABX|NEMCRP,3,NEMCRP,3/28/2011,ABX,3,FALSE,68.47,78.25,0.875015974,FALSE,4.226395693,4.359908829,0.969377081
62,ABX|NEMCRP,3,NEMCRP,3/29/2011,ABX,3,FALSE,69.29,78.38,0.884026537,FALSE,4.238300596,4.361568793,0.971737647
63,ABX|NEMCRP,3,NEMCRP,3/30/2011,ABX,3,FALSE,67.53,78.08,0.864882172,FALSE,4.212571944,4.357733942,0.96668865
64,ABX|NEMCRP,3,NEMCRP,3/31/2011,ABX,3,FALSE,67.76,77.72,0.871847658,FALSE,4.21597205,4.353112625,0.968495974
65,ABX|NEMCRP,4,NEMCRP,4/1/2011,ABX,4,TRUE,67.795,76.73,0.883552717,FALSE,4.216488446,4.340292766,0.971475583
66,ABX|NEMCRP,4,NEMCRP,4/4/2011,ABX,4,FALSE,67.58,76.31,0.885598218,FALSE,4.213312081,4.334803991,0.971972917
67,ABX|NEMCRP,4,NEMCRP,4/5/2011,ABX,4,FALSE,67.285,76.87,0.875308963,FALSE,4.208937329,4.342115683,0.969328695
68,ABX|NEMCRP,4,NEMCRP,4/6/2011,ABX,4,FALSE,65.795,74.825,0.87931841,FALSE,4.186543848,4.315152054,0.970196136
